FACID,FACNAME,CONTACT_PHONE_NUMBER,LATITUDE,LONGITUDE
100001441,SOLARI RANCH,(209) 931-1027,38.01853,-121.229014
100001449,"WRS INC., ELLIOT PROGRAM",(530) 419-0059,38.681147,-121.77765
100001451,WRS INC. EVERGREEN PROGRAM,(530) 419-0059,38.666102,-121.796574
100001453,"WRS INC., MARSHALL PROGRAM",(530) 661-1540,38.667713,-121.769624
100001455,"WRS INC., NORTH PROGRAM",(530) 419-0059,38.679933,-121.775571
100001457,CARCIDO'S ICF/DD-H #3,(209) 951-4411,38.032042,-121.349139
100001481,RCCA - PHOENIX,(916) 725-5301,38.72456,-121.35026
100001482,RCCA - GREEN PARK,(916) 487-7497,38.625135,-121.330619
100001484,RCCA - LEQUEL,(916) 971-9086,38.631636,-121.34211
100001498,RCCA - CHIMANGO,(916) 689-7825,38.716955,-121.350006
100001505,"DUKE FACILITIES, INC. #1",(209) 951-9776,38.037732,-121.350458
100001511,GAPASIN MANOR ICF DDN #3,(209) 952-6135,38.038326,-121.364206
100001513,QUALITY QUEST,(916) 392-1968,38.4796,-121.442874
100001573,CARCIDO'S ICF/DD-H #4,(209) 473-2074,38.025932,-121.290314
100001594,SHIRLEY'S ICF/DD-H #2,(209) 952-6027,38.025539,-121.353813
100001617,ALPINE ICF,(209) 369-5913,38.105565,-121.274188
100001636,FOLSOM STATE PRISON,(916) 985-2561,38.690922,-121.161823
100001641,ESTRELLA'S ICF/DD-H,(209) 462-4239,37.92227,-121.242029
100001687,"DUKE FACILITIES, INC. #2",(209) 969-1576,38.014713,-121.306607
100001727,"HOSPICE OF HUMBOLDT, INC.",(707) 445-8443,40.77871,-124.135647
100001731,KAISER FOUNDATION HOSPITAL HOSPICE - VALLEJO,(707) 648-6969,38.130876,-122.252353
100001733,COLLABRIA CARE,(707) 258-9080,38.284095,-122.293878
100001740,NORTH BAY HOSPICE & BEREAVEMENT,(707) 646-3595,38.226012,-122.132581
100001747,JOHN C. FREMONT HEALTHCARE DISTRICT HOSPICE,(209) 966-3631,37.489278,-119.969956
100001761,FREMONT-RIDEOUT HOME HEALTH/VALLEY HOSPICE,(530) 790-3006,39.142078,-121.620797
100001764,ENLOE MEDICAL CENTER HOSPICE,(530) 332-6060,39.773089,-121.838907
100001765,INTERMOUNTAIN HOSPICE,(530)336-5511,41.024234,-121.424368
100001766,SHIRLEY'S ICF/DD-N #3,(209) 952-6027,38.033496,-121.341776
100001768,WOODBRIDGE ICF,(209) 333-1327,38.153823,-121.30912
100001781,ANTELOPE HILLS MANOR ICF DDN,(916) 548-1397,38.706624,-121.367155
100001789,MY FRIENDS PEDIATRIC DAY HEALTH CARE CENTER,(916) 987-8632,38.678536,-121.238285
100001791,KLAMATH HOSPICE,(541) 882-2902,41.964228,-121.924805
100001800,J & M'S ICF/DDH HOME,(209) 473-2074,37.982787,-121.327706
100001804,MY FRIENDS PEDIATRIC DAY HEALTH CARE CENTER II,(916) 393-2852,38.423285,-121.449693
100001805,BEAR CREEK ICF-DDN,(209) 369-5913,38.084493,-121.258415
100001808,MARCIES MANOR III ICF,(209) 952-6122,37.99553,-121.326872
100001810,SHIRLEY'S ICF/DD-H #4,(209) 952-3189,38.033504,-121.359904
100001819,OPTIMAL HOSPICE CARE,(559) 320-4000,36.83671,-119.826246
110000008,FRANK R. HOWARD MEMORIAL HOSPITAL,(707) 456-3010,39.390485,-123.3414927
110000010,NORTHBAY MEDICAL CENTER,(707) 646-5000,38.261133,-122.047589
110000038,SONOMA WEST MEDICAL CENTER,(707) 823-8511,38.39716,-122.820412
110000040,PETALUMA VALLEY HOSPITAL,(707) 778-1111,38.252835,-122.632153
110000049,SUTTER COAST HOSPITAL,(707) 464-8855,41.772724,-124.194037
110000084,ORCHARD POST ACUTE CARE,(707) 448-6458,38.357025,-122.004541
110000120,"ROUND VALLEY INDIAN HEALTH CENTER, INC.",(707)983-6181,39.808184,-123.243401
110000126,NORTHCOUNTRY CLINIC - ARCATA,(707)822-2481,40.876095,-124.083703
110000172,SANTA ROSA SURGERY AND ENDOSCOPY CENTER,(707)541-3500,38.496363,-122.751345
110000196,COUNTY OF MENDOCINO FAMILY PLANNING PROJECT,(707) 463-4471,39.136342,-123.209694
110000306,"EUREKA PHYSICAL THERAPY, INC.",(707)443-8354,40.786732,-124.141478
110000307,THERAPY RESOURCES,(707) 257-2820,38.322979,-122.295829
110000397,SEBASTOPOL AMBULATORY SURGERY CENTER,(707) 823-7628,38.395975,-122.819354
110000404,SOLANO CO. DEPT.OF PUBLIC HEALTH/PRIMARY CARE CL.,(707) 421-6650,38.249331,-122.065009
110000405,SOLANO CO. DEPT. OF PUBLIC HEALTH/FAMILY PLANNING,(707) 553-5131,38.133695,-122.241647
110000407,NAPA VALLEY SPEECH CENTER,(707) 255-6293,38.323167,-122.298334
110000426,THE GENERAL HOSPITAL,,40.787567,-124.139717
110000446,REHABILITATION SERVICES OF THE NORTH BAY,(707) 576-1484,38.447113,-122.730812
110000473,DEL NORTE PHYSICAL THERAPY,(707)465-3311,41.755076,-124.195268
110000496,MCKINLEYVILLE PHYSICAL THERAPY,(707) 839-4363,40.944981,-124.100997
110000497,FORTUNA PHYSICAL THERAPY,(707) 725-6995,40.593067,-124.138719
110000524,HAND REHAB. SERVICES OF THE NORTH BAY,(707) 762-2660,38.251513,-122.634905
110000528,DEL NORTE COMMUNITY HEALTH CENTER,(707) 826-8633,41.772743,-124.198539
110000558,REDWOOD FAMILY PRACTICE,(707) 443-4593,40.78592,-124.142214
110000603,HEARTWOOD AVENUE HEALTHCARE,,38.105302,-122.211422
110000604,SEMPERVIRENS,(707) 445-7710,40.781164,-124.163325
110000606,UKIAH VALLEY PRIMARY CARE/ADVENTIST HEALTH,(707) 462-8000,39.136167,-123.209595
110000616,"NAPA SURGERY CENTER, LLC",(707) 252-9669,38.325902,-122.292381
110000618,UKIAH VALLEY PRIMARY CARE/ADVENTIST HEALTH,(707) 263-4631,39.03866,-122.915242
110000619,UKIAH VALLEY PRIMARY CARE/ADVENTIST HEALTH,(707) 468-1471,39.162423,-123.209823
110000623,UKIAH VALLEY PRIMARY CARE/ADVENTIST HEALTH,(707) 468-0491,39.152856,-123.203797
110000626,EUREKA PEDIATRICS,(707) 445-8416,40.780439,-124.1362
110000633,"ROBERT B. RUSHTON, M.D. MEDICAL CLINIC",(707) 462-8603,39.140288,-123.210273
110000641,BAECHTEL CREEK MEDICAL CLINIC,(707) 459-6861,39.399137,-123.34956
110000642,PETALUMA SURGICENTER,(707) 763-9325,38.254441,-122.634234
110000676,"DR'S PHILIP OLKIN & C. RAY JONES, MD'S",(707) 725-3318,40.581606,-124.136088
110000708,CALIFORNIA HAND REHABILITATION INC.,(707) 259-1152,38.323666,-122.295127
110000713,NORTH COAST FAMILY HEALTH CENTER,(707) 964-0574,39.432004,-123.800837
110000721,REDWOOD PEDIATRIC MEDICAL GROUP,(707) 725-9355,40.582787,-124.135718
110000755,PHOENIX HOSPICE,(707) 459-1818,39.390628,-123.338267
110000756,SONOMA CO. PUBLIC HEALTH DIV. - CLINICAL SERVICES,(707) 576-4820,38.469051,-122.704304
110000757,SONOMA CO PUBLIC HEALTH DIV. - E.I.C.,(707) 524-7400,38.442756,-122.71386
110000762,SO.CO.PUB.HLTH VALLEY OFTHE MOON CHILDREN'S CLINIC,(707) 537-6350,38.434649,-122.578673
110000770,FORT BRAGG RURAL HEALTH CENTER,(707) 964-0259,39.430531,-123.801819
110000771,EUREKA PEDIATRICS - MC KINLEYVILLE CLINIC,(707) 839-3377,40.945072,-124.100999
110000776,"NORTH BAY EYE ASSOCIATES,  ASC",(707) 544-3375,38.447524,-122.734891
110000812,PETALUMA HEALTH CENTER,(707) 559-7500,38.268773,-122.659858
110000816,"REDWOODS RURAL HEALTH CENTER, INC.- ALDERPOINT",(707) 923-2783,40.175536,-123.611364
110000817,"LOEST-DEPPE, DEBORAH   M.S., CCC-SLP",(707) 445-9545,40.781043,-124.130318
110000818,UKIAH VALLEY PRIMARY CARE/ADVENTIST HEALTH,(707) 463-8000,39.136167,-123.209595
110000840,SUTTER LAKESIDE FAMILY MEDICINE CLINIC,,39.102027,-122.910369
110000842,SUTTER COAST HEALTH CENTER,,41.772663,-124.192814
110000846,ST. HELENA FAMILY HEALTH CENTER - CLEARLAKE,,38.94986,-122.627445
110000847,PHYSIOTHERAPY ASSOCIATES,(707) 584-3433,38.347538,-122.684431
110000849,WILLOW CREEK-SIX RIVERS MEDICAL CENTER,(530) 629-3116,40.950267,-123.638781
110000850,HUMBOLDT FAMILY CARE,(707) 839-4852,40.93685,-124.100883
110000866,KARUK ORLEANS MEDICAL CLINIC,(530) 627-3452,41.305408,-123.52752
110000867,K'IMA: W MEDICAL CENTER,(530) 625-4261,41.041715,-123.664958
110000870,RIVER COUNSELING,(707) 865-1200,38.477628,-122.998462
110000890,ST. HELENA FAMILY HEALTH CENTER - KELSEYVILLE,,38.977509,-122.833716
110000911,REDWOOD HAND THERAPY,(707)544-2637,38.447928,-122.733265
110000912,NOVACARE OUTPATIENT REHAB FAIRFIELD,,38.257932,-122.068063
110000914,4TH STREET LASER AND SURGERY CENTER,(707) 546-8100,38.44872,-122.698927
110000920,UIHS SMITH RIVER HOWONOQUET HEALTH STATION,(707) 487-0215,41.956986,-124.204461
110001023,POINT REYES MEDICAL CLINIC,(415) 663-8781,38.06906,-122.808474
110001036,MARIN OPHTHALMIC AMBULATORY SURGI CLINIC,(415) 454-2112,37.972828,-122.533406
110001040,STINSON BEACH MEDICAL CENTER,(415) 868-9656,37.898443,-122.638024
110001048,ENDOSCOPY CENTER OF MARIN,(415) 464-0606,37.944321,-122.536354
110001086,MARIN COUNTY SPECIALTY HIV CLINIC,(415) 499-7889,37.980042,-122.522099
110001087,BRAUN DAY TREATMENT,(415) 499-6817,37.980179,-122.540875
110001088,MARIN WOMEN'S HEALTH SERVICES,(415) 499-4232,37.961368,-122.501734
110001093,ST. VINCENT SCHOOL FOR BOYS,(415) 479-8831,38.0158874,-122.5407873
110001104,"PHYSICAL FOCUS, INC",(415) 927-4040,37.945791,-122.523974
110001106,"DAHL, EVA M. OT-IP",(415) 331-8851,37.84854,-122.480799
110001108,PHYSIO THERAPY ASSOCIATES,(415) 258-9894,37.952978,-122.549216
110001116,"JANICE TOMITA, P.T. AND ASSOCIATES",(415) 381-0541,37.888941,-122.517361
110001118,AESTHETIC INSTITUTE OF MARIN,(415) 924-1313,38.097608,-122.559194
110001148,NAPA DIALYSIS CENTER,(707) 253-8938,38.323502,-122.307433
110001171,"SOUTHGATE DIALYSIS CLINIC, INC.",(916) 453-0803,38.495071,-121.436849
110001176,LODI DIALYSIS CENTER,(209) 334-9888,38.115931,-121.292905
110001199,MARIN SPECIALTY SURGERY CENTER,(415) 461-4400,37.947772,-122.526033
110001202,SANTA ROSA AMBULATORY SURGICAL CENTER,(707) 523-4907,38.442973,-122.706692
110001228,"REHAB WORKS, INC.",(415) 492-2419,38.003941,-122.5489
110001232,ST. HELENA FAMILY HEALTH CENTER - MIDDLETOWN,,38.748504,-122.617679
110001248,ROCKY POINT CARE CENTER,(707) 263-6101,39.052721,-122.919485
110001252,NORTH BAY MEDICAL GROUP SURGERY CENTER,(707) 538-0492,38.458181,-122.675832
110001253,GREENBRAE SURGERY CENTER,(415) 925-8900,37.948297,-122.527396
110001257,SOUTHERN HUMBOLDT COMMUNITY CLINIC,,40.101257,-123.792591
110001259,"WELLBOUND OF MODESTO, LLC",(650) 404-3613,37.643901,-121.004385
110001261,STOCKTON HOME TRAINING DIALYSIS,(209) 954-9563,37.998305,-121.325414
110001269,COLUSA INDIAN HEALTH CLINIC DIALYSIS PROGRAM,(530) 458-5501,39.247165,-122.031367
110001275,SUTTER FAIRFIELD SURGERY CENTER,(707) 432-2710,38.235334,-122.085191
120000305,GOLDEN STATE EYE CENTER,(661) 327-4499,35.363666,-119.061132
120000323,RIDGECREST REGIONAL HOSPITAL TRANSITIONAL CARE AND REHABILITATION UNIT D/P,(760) 446-3591,35.641063,-117.669885
120000339,"LOYD'S LIBERTY HOMES, INC. - NEWPORT HOME",(661) 863-0350,35.331617,-119.080319
120000355,VALLEY CONVALESCENT HOSPITAL,(661) 334-2200,35.364573,-119.01557
120000375,GOLDEN LIVING CENTER - SHAFTER,(661) 746-3912,35.507109,-119.276708
120000377,PARKVIEW HEALTHCARE CENTER,(661) 327-7107,35.350702,-119.043433
120000382,"LOYD'S LIBERTY HOMES, INC. - PANORAMA HOME",(661) 871-9695,35.411175,-118.951883
120000390,"LOYD'S LIBERTY HOMES, INC. - WOODLAKE HOME",(661) 327-3215,35.362844,-119.051024
120000409,RIDGECREST REGIONAL HOSPITAL,(760) 446-3551,35.640846,-117.669885
120001133,DELANO DISTRICT MEDICAL CENTER,(661) 725-5676,35.774481,-119.245139
120000413,ADVENTIST HEALTH MEDICAL CENTER TEHACHAPI VALLEY,(661) 822-3241,35.129996,-118.448271
120000426,PHYSICIANS PLAZA SURGICAL CENTER,(661)322-4744,35.396885,-119.009522
120000464,BETHESDA LUTHERAN COMMUNITIES-LAKE SUPERIOR,(661) 829-5975,35.417508,-119.109588
120000466,BETHESDA LUTHERAN COMMUNITIES-CHARLEVILLE,(559) 589-6579,35.411852,-119.120618
120000492,"MILLENNIUM SURGERY CENTER, INC.",(661) 663-3700,35.394893,-119.008175
120000500,POSITIVE DIRECTIONS # 1,(661) 721-1004,35.783104,-119.246422
120000503,POSITIVE DIRECTIONS # 2,(661) 725-2778,35.781226,-119.228038
120000528,"KERN COUNTY HEALTH DEPT, NORTH OF THE RIVER CLINIC",(661) 868-5250,35.418163,-119.022661
120000530,POSITIVE DIRECTIONS # 3,(661) 721-1201,35.787693,-119.234216
120000546,KERN COUNTY HEALTH DEPARTMENT - RIDGECREST CLINIC,(760) 375-5157,35.622564,-117.673415
120000559,POSITIVE DIRECTIONS #6,(661) 792-5505,35.684127,-119.230925
120000572,KERN COUNTY HEALTH DEPARTMENT - SHAFTER CLINIC,(661) 746-6325,35.504039,-119.275901
120000589,"LOYD'S LIBERTY HOMES, INC. - COLUMBIA LANE",(661) 832-2408,35.337288,-119.077901
120000656,"LOYD'S LIBERTY HOMES, INC. - ALTAVILLE LANE",(661) 831-2649,35.338195,-119.082623
120000662,"POSITIVE DIRECTIONS, INC. #4",(661) 792-4036,35.688019,-119.232818
120000663,"POSITIVE DIRECTIONS, INC. #5",(661) 721-8007,35.757316,-119.250882
120000684,"LOYD'S LIBERTY HOMES, INC. - KROLL WAY",(661) 837-1471,35.349982,-119.087723
120000826,"LOYD'S LIBERTY HOMES, INC. - IRONWOOD HOME",(661) 872-9617,35.408425,-118.94299
120000838,NICHOLAS HOME,(661) 363-0079,35.343443,-118.926255
120000840,WHITE LANE HOME,(661) 397-0703,35.30375,-119.022852
120000844,KERN COUNTY DEPARTMENT OF PUBLIC HEALTH,(661) 868-0302,35.383134,-118.967582
120000869,KERN COUNTY HEALTH DEPARTMENT - DELANO CLINIC,(661) 725-5533,35.763336,-119.240826
120000882,SHAFTER RURAL HEALTH CARE CLINIC,(661) 746-4937,35.504058,-119.271627
120000884,"LOYD'S LIBERTY HOMES, INC. - DAGGETT HOME",(661) 322-8984,35.356007,-119.067184
120000901,"LOYD'S LIBERTY HOMES, INC. - COLONY OAK",(661) 664-0761,35.324297,-119.100516
120000903,"LOYD'S LIBERTY HOMES, INC. - JOELYLE",(661) 588-1850,35.352154,-119.147974
120000914,"LOYD'S LIBERTY HOMES, INC. - CHARTER OAK",(661) 324-4317,35.365521,-119.050544
120000942,KERN COUNTY HEALTH DEPARTMENT - ARVIN CLINIC,(661) 854-5411,35.207774,-118.830866
120000948,ADVENTIST HEALTH COMMUNITY CARE - MOJAVE,(661) 824-4511,35.055827,-118.170308
120000976,"LOYD'S LIBERTY HOMES, INC. - CASWELL HOME",(661) 398-1183,35.335285,-119.075151
120001011,"LOYD'S LIBERTY HOMES, INC. - HOLLY OAK",(661) 665-8150,35.332531,-119.109302
120001037,"HIGHER GROUND HOMES, INC. #2",(661) 721-2758,35.756566,-119.253811
120001038,"HIGHER GROUND HOMES, INC. #1",(661) 721-2454,35.75657,-119.250676
120001040,BAKERSFIELD ENDOSCOPY CENTER,(661) 869-2275,35.366961,-119.060161
120001138,CAL CITY CLINIC,(760) 373-1256,35.133221,-117.962588
120001156,KERN COUNTY HEALTH DEPT - LAKE ISABELLA CLINIC,(760) 549-2091,35.639602,-118.464621
120001177,KELLY & SCOTT'S CARE HOME,(661) 720-9304,35.764575,-119.224664
120001178,POSITIVE DIRECTIONS #8,(661) 720-9645,35.779398,-119.246944
120001183,DELANO REGIONAL MEDICAL CENTER RURAL HEALTH CLINIC,(661) 758-4184,35.59429,-119.351676
120001186,"TRUXTUN SURGERY CENTER, INC",(661) 327-3636,35.373058,-119.049207
120001203,"CHINA LAKE SURGERY CENTER, LLC",(760) 446-8100,35.641806,-117.669889
120001223,ALLCARE THERAPY SERVICES,(760) 371-1411,35.622447,-117.65061
120001244,FIRST VALLEY MEDICAL GROUP,(760) 446-1691,35.64897,-117.6699
120001251,"PACIFIC COAST SURGICAL CENTER #7, LLC",(661) 720-9600,35.761372,-119.236806
120001253,SAN MIGUEL HOME,(661) 872-3028,35.401051,-118.941364
120001267,KERN VALLEY HEALTHCARE DIST-RURAL HEALTH CLINIC #2,(760) 379-1791,35.635124,-118.40604
120001276,"CBCC SURGERY CENTER, LLC",(661) 322-2206,35.361835,-119.075014
120001299,POSITIVE DIRECTIONS #10,(661) 758-9055,35.586345,-119.340551
120001303,COMMUNITY CONNECTIONS CENTER,(),35.781126,-119.24089
120001367,"TEHACHAPI SURGERY CENTER, INC.",(661) 822-2890,35.123753,-118.478726
120001368,EMPIRE SURGERY CENTER PARTNERS,(661) 325-1900,35.374502,-119.046891
120001402,DELTA NURSING & REHABILITATION CENTER,(559) 732-8614,36.334242,-119.288987
120001408,TULARE NURSING & REHABILITATION CENTER,(559) 686-8581,36.222079,-119.338243
120001411,ADVENTIST HEALTH COMMUNITY CARE - TEHACHAPI,(661) 823-7070,35.130007,-118.448355
120001412,HERITAGE PHYSICAL THERAPY,(760) 446-3611,35.648959,-117.680446
120001421,PROVIDENCE VALLEY CARE CENTER,(559) 784-8371,36.051322,-119.032206
120001429,BETHESDA LUTHERAN COMMUNITIES-BELMONT,(559) 782-8166,36.084982,-119.057872
120001431,WESTGATE GARDENS CARE CENTER,(559) 733-0901,36.320021,-119.341423
120001433,BETHESDA LUTHERAN COMMUNITIES - SAN LUCIA,(559) 791-2006,36.086064,-119.060812
120001435,BETHESDA LUTHERAN COMMUNITIES-MATHEW,(559) 784-9094,36.087332,-119.061886
120001440,DINUBA HEALTHCARE,(559) 591-3300,36.530711,-119.385862
120001442,SIERRA VALLEY REHABILITATION CENTER,(559) 784-7375,36.069501,-119.023396
120001444,KAWEAH DELTA MEDICAL CENTER,(559) 624-2000,36.327444,-119.294284
120001449,KAWEAH DELTA SKILLED NURSING CENTER,(559) 624-6037,36.315397,-119.292095
120001451,KAWEAH DELTA MEDICAL CENTER D/P SNF,(559) 624-6020,36.321815,-119.349551
120001452,KAWEAH DELTA MENTAL HEALTH HOSPITAL D/P APH,(559) 624-3300,36.32154,-119.349543
120001462,MERRITT MANOR CONVALESCENT HOSPITAL,(559) 686-1601,36.222081,-119.339597
120001464,SIERRA VIEW MEDICAL CENTER,(559) 784-1110,36.069546,-119.027251
120001466,SIERRA VIEW MEDICAL CENTER,(559) 788-6151,36.069546,-119.027251
120001467,TULARE REGIONAL MEDICAL CENTER,(559) 688-0821,36.219798,-119.337702
120001469,REDWOOD SPRINGS HEALTHCARE CENTER,(559) 732-1020,36.341863,-119.271098
120001472,KAWEAH MANOR CONVALESCENT HOSPITAL,(559) 732-2244,36.320108,-119.332614
120001474,PROVIDENCE SUN VILLA,(559) 784-6644,36.072323,-119.030576
120001476,FAMILY HEALTHCARE NETWORK,(559) 781-7242,36.051569,-119.043549
120001477,LINWOOD MEADOWS CARE CENTER,(559) 627-1241,36.321818,-119.339843
120001486,MEDICAL ARTS AMBULATORY SURGERY CENTER,(559) 625-9601,36.329988,-119.296667
120001495,MORGAN'S TLC - MEMORY,(559) 783-1627,36.077128,-119.059031
120001497,NEW HORIZONS 'PLUM',(559) 592-7247,36.301835,-119.140925
120001501,SIERRA VISTA RESIDENTIAL CARE HOME,(559) 747-0399,36.303952,-119.209491
120001503,"SEQUOIA SURGERY CENTER, LLC",(559) 740-4094,36.321685,-119.349547
120001505,MORGAN'S TLC - LINDLEY,(559) 782-0752,36.071946,-119.03173
120001507,GAITHER'S FAMILY HOME 3,(559) 687-0300,36.21802,-119.329061
120001511,NEW HORIZONS 'B',(559) 592-7429,36.300737,-119.138886
120001513,MORGAN'S TLC - KANAI,(559) 781-5796,36.076223,-119.05668
120001515,BETHESDA LUTHERAN COMMUNITIES-BELLEVIEW,(559) 791-2006,36.075073,-119.035607
120001517,BETHESDA LUTHERAN COMMUNITIES-SUMMIT,(559) 791-2000,36.061217,-119.064327
120001519,BETHESDA LUTHERAN COMMUNITIES-WESTFIELD,(559) 791-2005,36.087576,-119.058591
120001522,PORTERVILLE CONVALESCENT HOSPITAL,(559) 782-1509,36.073317,-119.042493
120001524,GAITHER'S FAMILY HOME #2,(559) 781-0300,36.081284,-119.030431
120001526,PROVIDENCE LINDSAY GARDENS,(559) 562-0055,36.210585,-119.106568
120001528,KELLY & SCOTT'S CARE HOME INC. #3,(559) 784-4690,36.071946,-119.035047
120001534,NEW HORIZONS - LEILA,(559) 741-1244,36.323502,-119.329091
120001536,GAITHER'S FAMILY HOME #4,(559) 687-0301,36.222986,-119.325964
120001538,MILL CREEK AMBULATORY SURGERY CENTER,(559) 625-8636,36.329591,-119.322171
120001544,SIERRA VISTA RESIDENTIAL CARE HOME #3,(559) 747-0399,36.342236,-119.262887
120001547,JAN & GAIL'S CARE HOME #1,(559) 686-3090,36.207108,-119.364111
120001549,"MELENDEZ FAMILY HOME, INC.",(559) 535-0233,35.954238,-119.040112
120001555,JAN & GAIL'S CARE HOME #2,(559) 684-1719,36.203044,-119.315955
120001557,FAMILY HEALTHCARE NETWORK,(559) 564-0100,36.417335,-119.097527
120001558,"SIERRA AMBULATORY SURGERY CENTER, A MEDICAL CORP.",(559) 734-7272,36.329593,-119.322039
120001559,JAN & GAIL'S CARE HOME #3,(559) 732-0796,36.295577,-119.327046
120001561,FAMILY HEALTHCARE NETWORK,(559) 539-2324,36.131518,-118.816856
120001563,SAN JOAQUIN PRIME CARE MEDICAL CORP.,(559) 594-4564,36.297817,-119.201234
120001564,DE BOER HOME #1,(559) 350-3695,36.086182,-119.048015
120001566,JAN & GAIL'S CARE HOME 4,(559) 685-1988,36.203642,-119.317711
120001605,DINUBA MEDICAL CLINIC,(559) 591-1820,36.542388,-119.391993
120001617,DINUBA MEDICAL CENTER,(559) 591-1820,36.542228,-119.391814
120001619,PORTERVILLE HEALTH CARE CENTER,(559) 782-3900,36.065026,-119.009735
120001620,PIXLEY MEDICAL CLINIC,(559) 757-2000,35.968627,-119.291234
120001621,SAN JOAQUIN PRIME CARE MEDICAL CORP.,(559) 592-2134,36.296922,-119.139181
120001622,SEQUOIA FAMILY MEDICAL CENTER RURAL HEALTH CLINIC,(559) 781-4100,36.069638,-119.03016
120001627,KAWEAH DELTA EXETER HEALTH CLINIC,(559) 592-7300,36.298873,-119.132417
120001629,"SALAS MEDICAL CLINIC, INC.",(559) 562-7799,36.215159,-119.096163
120001634,FARMERSVILLE HEALTH CARE CENTER,(559) 594-6788,36.297816,-119.201337
120001635,DINUBA RURAL HEALTH MEDICAL CENTER,(559) 595-9500,36.545732,-119.390565
120001636,OROSI RURAL HEALTH CLINIC,(559) 528-4779,36.544815,-119.292032
120001637,"KHUSAL MEHTA, M.D., RURAL HEALTH CLINIC",(559) 591-1060,36.548668,-119.389312
120001643,MOUNTAIN VIEW MEDICAL CLINIC,(559) 591-6200,36.548839,-119.389312
120001644,TULARE DISTRICT HEALTHCARE SYSTEM MOBILE HEALTH CINIC,(559) 685-3413,35.973456,-119.281686
120001645,JAN & GAIL'S CARE HOME #5,(559) 686-3538,36.229506,-119.348911
120001652,CARING CORNER,(661) 847-7342,35.345444,-119.038864
120001655,DELANO WOMEN'S MEDICAL CLINIC,(661) 721-0737,35.772097,-119.245021
120001660,NOBLE SURGERY CENTER,(559) 625-2020,36.32688,-119.346142
120001665,TIPTON MEDICAL CLINIC,(559) 752-4147,36.063723,-119.312132
120001683,KELLY & SCOTT'S CARE HOME INC. #2,(661) 725-5518,35.764179,-119.239156
120001684,"NATRAJ SURGERY CENTER, INC.",(559) 788-0505,36.069569,-119.029361
120001686,ALTA FAMILY HEALTH CLINIC INC. (SATELLITE),(),36.537675,-119.385898
140000006,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,(510) 845-0130,37.863861,-122.268414
140000034,HIGHLAND HOSPITAL,(510) 437-4800,37.79919,-122.231107
140000049,VINTAGE ESTATES OF RICHMOND,(510) 237-5182,37.946241,-122.347499
140000113,LAFAYETTE CARE CENTER,(925) 299-1524,37.893203,-122.116368
140000188,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,(510) 752-1000,37.814998,-122.251831
140000190,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,(925) 295-1511,37.892182,-122.058215
140000199,VALLEY MEMORIAL HOSPITAL,(925) 447-7000,37.678763,-121.782578
140000210,ASIAN COMMUNITY MENTAL HEALTH SERVICES,(510) 869-6020,37.798911,-122.270404
140000245,"TIBURCIO VASQUEZ HEALTH CENTER, INC.",(510) 471-5907,37.602879,-122.026056
140000304,BERKELEY ADDICTION TREATMENT SERVICES,(510) 644-0200,37.853774,-122.279018
140000422,JOHN GEORGE PSYCHIATRIC HOSPITAL,(510) 481-4141,37.712014,-122.120718
140000447,LOUISE BECKER,(510) 999-9999,37.886519,-122.118014
140000449,CHARLES CHAPMAN,(510) 236-7226,37.954269,-122.337254
140000452,THOMAS E. DAVENPORT,(925) 443-9030,37.677349,-121.783396
140000453,NYIA DOHRMANN,(510) 339-3163,37.819088,-122.265394
140000456,GREGORY J. GORECKI,(510) 758-7600,37.99583,-122.304821
140000467,WILLIAM B. KIEVNING,(925) 947-6666,37.922414,-122.030215
140000474,KELLY MCHUGH,(925) 831-1411,37.8221995,-122.0003795
140000481,LESLIE W. RADER,(925) 676-6255,37.947947,-122.073728
140000487,GURDEV SINGH,(510) 222-8080,37.978164,-122.329122
140000488,JOSEPH STARR,(925) 676-6255,37.947947,-122.073728
140000492,ARLYN R. VAN DYKE,(925) 820-0518,37.831073,-122.004202
140000504,PHYSICAL THERAPY ASSOCIATES OF SAN RAMON,(925) 838-9846,37.774859,-121.980604
140000505,WASHINGTON OUTPATIENT SURGERY CENTER,(510) 791-5374,37.556436,-121.98214
140000511,BERKELEY MENTAL HEALTH SERVICES,(510) 981-5290,37.859927,-122.271754
140000512,BERKELEY MENTAL HEALTH SERVICES-COURT PROGRAM,(510) 981-5290,37.859927,-122.271754
140000514,CHARU S. DAVE,(510) 790-0178,37.559127,-121.979926
140000518,COURT PROGRAM,(510) 644-8574,37.870513,-122.273248
140000568,SERRA SCHOOL,(510) 235-1162,37.947795,-122.320778
140000569,OAK PARK SCHOOL,(925) 930-7994,37.933669,-122.068853
140000570,ALVARADO SCHOOL,(650) 525-6882,37.90758,-122.312716
140000598,EYE CENTER OF NORTHERN CALIFORNIA SURGICENTER,(510) 525-2600,37.901143,-122.300756
140000601,ANDRE C. MALIN,(925) 283-5829,37.890476,-122.123506
140000610,DANIEL T. BRADY,(650) 571-6800,37.563556,-122.269275
140000612,JOANNE H. DOHALLOW,(925) 930-6680,37.776779,-121.967366
